date,close,open,maximo,minimo,variacion,anterior,predictions
2000-10-25,576.45,575.8,577.35,575.2,0.0058,573.15,574.6332250214845
2000-10-26,578.75,577.0,578.75,576.15,0.004,576.45,575.4203781572388
2000-10-27,574.15,578.6,578.75,573.9,-0.0079,578.75,579.4748225506587
2000-10-30,570.35,572.0,573.15,570.0,-0.0066,574.15,575.076822565313
2000-10-31,570.35,569.4,570.85,568.3,0.0,570.35,571.3026236814727
2000-11-01,570.35,570.2,570.35,570.2,0.0,570.35,571.4465492752147
2000-11-02,571.85,569.0,572.95,569.0,0.0026,570.35,570.6456342070996
2000-11-03,569.65,572.5,575.25,569.3,-0.0038,571.85,571.2892328960136
2000-11-06,574.25,570.7,574.3,570.7,0.008100000000000001,569.65,568.3493729268927
2000-11-07,576.05,575.7,577.95,575.4,0.0031,574.25,574.8358154660178
2000-11-08,575.25,575.9,576.05,573.5,-0.0014000000000000002,576.05,578.6913427742904
2000-11-09,576.35,578.4,578.55,575.8,0.0019,575.25,577.5336560995977
2000-11-10,575.55,575.9,576.15,574.3,-0.0014000000000000002,576.35,572.4995271613762
2000-11-13,573.15,574.9,575.7,572.9,-0.0042,575.55,576.0613394008814
2000-11-14,572.75,572.7,573.05,571.3,-0.0007000000000000001,573.15,573.1998595078096
2000-11-15,572.25,573.1,573.85,571.8,-0.0009,572.75,573.9030981679509
2000-11-16,571.25,571.2,571.7,570.7,-0.0017000000000000001,572.25,573.2473072070591
2000-11-17,574.85,571.1,575.25,571.0,0.0063,571.25,569.5984136751148
2000-11-20,574.95,574.0,575.05,573.5,0.0002,574.85,578.5966788356487
2000-11-21,574.05,573.0,574.25,572.7,-0.0016,574.95,575.6184082998758
2000-11-22,575.15,575.4,575.55,574.0,0.0019,574.05,575.2268028699128
2000-11-23,575.4,575.2,576.15,574.9,0.0004,575.15,576.4811371699091
2000-11-24,576.65,575.9,576.75,575.3,0.0022,575.4,572.9802965380976
2000-11-27,577.45,576.5,577.55,575.6,0.0014000000000000002,576.65,571.6267706690961
2000-11-28,580.45,578.5,580.8,577.65,0.0052,577.45,577.2550816546466
2000-11-29,579.85,580.5,581.05,579.5,-0.001,580.45,580.8192305676207
2000-11-30,578.15,579.1,579.75,577.8,-0.0029,579.85,579.1964996284219
2000-12-01,577.25,578.6,578.75,576.8,-0.0016,578.15,580.3601479777552
2000-12-04,576.5,577.0,577.15,575.7,-0.0013,577.25,576.7460549234149
2000-12-05,574.65,575.2,575.75,574.4,-0.0032,576.5,577.6407090182194
2000-12-06,575.25,572.9,575.55,572.2,0.001,574.65,574.0947340586845
2000-12-07,577.15,575.6,578.1,575.6,0.0033,575.25,576.0380613891414
2000-12-08,577.15,577.0,577.15,577.0,0.0,577.15,578.1418504102837
2000-12-11,577.35,575.5,577.65,575.5,0.0003,577.15,578.1237265397413
2000-12-12,576.55,576.4,576.75,575.1,-0.0014000000000000002,577.35,578.7106581766508
2000-12-13,575.45,574.7,576.05,574.0,-0.0019,576.55,576.3851899127075
2000-12-14,574.85,575.0,575.55,574.3,-0.001,575.45,574.8177615059524
2000-12-15,573.85,572.9,573.85,572.9,-0.0017000000000000001,574.85,575.482799767373
2000-12-18,572.05,573.0,573.25,571.8,-0.0031,573.85,573.0269089349229
2000-12-19,571.15,570.5,572.55,569.85,-0.0016,572.05,572.1185464040879
2000-12-20,572.05,571.5,572.3,571.2,0.0016,571.15,570.9501138922863
2000-12-21,573.05,572.8,573.75,572.2,0.0017000000000000001,572.05,572.6559799310265
2000-12-22,573.15,573.1,573.55,572.2,0.0002,573.05,572.7202219425254
2000-12-25,573.15,573.0,573.15,573.0,0.0,573.15,572.9204511490301
2000-12-26,574.15,572.6,574.25,572.35,0.0017000000000000001,573.15,572.2798181706926
2000-12-27,573.65,574.3,575.15,573.1,-0.0009,574.15,573.7432763178466
2000-12-28,572.35,572.0,573.35,571.8,-0.0023,573.65,573.2720063028327
2000-12-29,573.75,572.4,573.85,572.35,0.0024,572.35,571.4261074242487
2001-01-02,575.3,573.15,575.55,573.0,0.0027,573.75,572.6103264597276
2001-01-03,573.55,576.3,576.95,573.0,-0.003,575.3,574.7203672166842
2001-01-04,571.25,570.2,572.5,570.0,-0.004,573.55,573.0201016379389
2001-01-05,573.6,571.15,573.61,571.1,0.0040999999999999995,571.25,570.6095402093839
2001-01-08,575.0,573.55,575.32,573.1,0.0024,573.6,575.2387896732647
2001-01-09,574.5,574.66,575.49,573.9,-0.0009,575.0,573.8370510311084
2001-01-10,573.95,574.21,575.28,573.5,-0.001,574.5,575.1173103556988
2001-01-11,572.95,573.86,574.01,572.1,-0.0017000000000000001,573.95,573.2843243365163
2001-01-12,573.33,572.8,573.37,571.4,0.0007000000000000001,572.95,573.4557923165465
2001-01-15,573.05,573.7,574.05,572.8,-0.0005,573.33,573.443761467045
2001-01-16,572.7,572.95,573.38,572.3,-0.0006,573.05,572.8185473135032
2001-01-17,572.05,572.2,572.85,571.5,-0.0011,572.7,572.1707310576408
2001-01-18,571.95,571.95,572.45,571.0,-0.0002,572.05,571.1156083651823
2001-01-19,570.35,571.8,572.75,570.0,-0.0028000000000000004,571.95,572.9359081258268
2001-01-22,567.25,570.25,570.5,566.7,-0.0054,570.35,569.1044905792795
2001-01-23,566.65,567.2,567.65,565.8,-0.0011,567.25,566.498388337538
2001-01-24,567.46,566.48,568.56,566.48,0.0014000000000000002,566.65,566.2511063884447
2001-01-25,566.76,568.1,568.68,566.3,-0.0012,567.46,567.9727373262282
2001-01-26,566.55,566.5,567.06,565.4,-0.0004,566.76,565.9401421716759
2001-01-29,564.95,565.8,566.15,564.6,-0.0028000000000000004,566.55,566.8683430358184
2001-01-30,561.95,564.3,565.05,561.7,-0.0053,564.95,563.8475307169775
2001-01-31,561.35,561.2,562.65,560.6,-0.0011,561.95,561.5138944962979
2001-02-01,562.55,561.1,563.15,561.1,0.0021,561.35,560.6187178246117
2001-02-02,563.85,562.4,564.45,562.4,0.0023,562.55,563.1890098905402
2001-02-05,564.55,563.5,565.05,563.5,0.0012,563.85,562.0702723380814
2001-02-06,562.15,564.2,564.5,561.6,-0.0043,564.55,564.2594095691285
2001-02-07,562.35,560.35,562.75,560.2,0.0004,562.15,560.784452275969
2001-02-08,559.95,562.25,562.4,559.5,-0.0043,562.35,564.0090313016655
2001-02-09,558.95,558.5,559.85,558.5,-0.0018,559.95,560.0241003400769
2001-02-12,557.05,558.9,560.05,556.8,-0.0034000000000000002,558.95,559.0616583511354
2001-02-13,557.05,556.95,557.95,555.9,0.0,557.05,554.9238806591677
2001-02-14,559.65,556.9,559.95,556.8,0.004699999999999999,557.05,557.5041331866739
2001-02-15,562.75,559.5,562.85,559.5,0.0055000000000000005,559.65,559.7926445145082
2001-02-16,564.05,562.65,564.15,562.3,0.0023,562.75,564.217381130583
2001-02-19,563.16,563.9,564.06,562.5,-0.0016,564.05,563.4874961131462
2001-02-20,562.38,563.0,563.27,561.3,-0.0014000000000000002,563.16,561.3158545350451
2001-02-21,566.75,562.25,566.75,562.25,0.0078000000000000005,562.38,562.7096028805337
2001-02-22,569.33,566.55,569.88,566.55,0.0046,566.75,568.7165955829918
